review_id,review_text
R01087,Excellent set of earbuds. The quality is really good and it came fast. Recommended.
R01088,"Using it in a busy kitchen for two weeks. The blade edge does exactly what it needs to, nothing fancy but it works."
R01089,Outstanding quality! Exceeded all my expectations. Fast delivery too. Recommended!
R01090,Had this three months. Mainly use it for gym sessions. The laces is the part that impressed me most.
R01091,Worked fine at first but after three months the texture separated. The pump dispenser was the weak point.
R01092,Worked fine at first but after about eight months a side button stopped registering. The glide feet was the weak point.
R01093,Excellent pair of shoes. The quality is really good and it came fast. Recommended.
R01094,Had this three months. Mainly use it on sensitive skin. The fragrance is the part that impressed me most.
R01095,"Great backpack, quality is excellent and delivery was quick. Happy to recommend."
R01096,"Using it for driving for two weeks. The frame does exactly what it needs to, nothing fancy but it works."
R01097,Really happy with this bag. The quality is great and it arrived quickly. Recommended.
R01098,Decent product for the price. Satisfied.
R01099,Worked fine at first but after two weeks the strap padding compressed. The base fabric was the weak point.
R01100,"Bought it on daily commutes. The battery is better than I expected for the price, still solid after a month."
R01101,"Bought it as a daily watch. Within a month the crystal picked up a scratch, so I would not buy again."
R01102,Been using this on the balcony during a barbecue for about three months now and the rubber seal has held up well. No complaints so far.
R01103,Mixed feelings. The carry loop is good but after three months it started leaking at the lid. Fine if you use it lightly.
R01104,Had this three months. Mainly use it for monthly work travel. The shell corners is the part that impressed me most.
R01105,"Very happy with this watch. Great quality, quick delivery. Would recommend."
R01106,"Bought it on a beach holiday. The hinge screws is better than I expected for the price, still solid after four months."
R01107,"Does the job for daily vegetable prep. Not perfect, the edge dulled within a month eventually, but for the price it is acceptable."
R01108,Had it half a year with a screen protector fitted. The port cutout has held up better than the last one I owned. Very pleased.
R01109,Excellent backpack. The quality is really good and it came fast. Recommended.
R01110,"Absolutely love it! Great product, great price, great seller. Buy it now!"
R01111,Worked fine at first but after a month the coating flaked inside. The threading was the weak point.
R01112,Terrible product. Complete waste of money. Do not buy this. Very bad quality.
R01113,Excellent! Very good product with superb finishing. Worth every penny!
R01114,"Bought it for gym sessions. The insole is better than I expected for the price, still solid after four months."
R01115,Used it for eight hour work days for six weeks and then an armrest developed play. Disappointing for what it cost.
R01116,"Bought it when breaking down a chicken. The handle rivets is better than I expected for the price, still solid after two weeks."
R01117,"This bag is great quality and arrived fast. Very happy with it, recommended."
R01118,Really happy with this suitcase. The quality is great and it arrived quickly. Recommended.
R01119,"This speaker is great quality and arrived fast. Very happy with it, recommended."
R01120,Had this four months. Mainly use it through three connecting flights. The shell corners is the part that impressed me most.
R01121,"Great, arrived on time and works well."
R01122,"Awful. Cheap rubbish, nothing like the description. Avoid this seller completely."
R01123,Excellent! Very good product with superb finishing. Worth every penny!
R01124,Had this about eight months. Mainly use it for gym sessions. The laces is the part that impressed me most.
R01125,"Great, arrived on time and works well."
R01126,Amazing product! Excellent quality and superb value. Highly recommend to everyone!
R01127,Been using this as a daily watch for about two weeks now and the clasp has held up well. No complaints so far.
R01128,Been using this as a work bag for about about eight months now and the magnetic clasp has held up well. No complaints so far.
R01129,"Best purchase ever. Perfect in every way. Five stars, will buy again!"
R01130,"Does the job in heavy rain. Not perfect, the strap padding compressed eventually, but for the price it is acceptable."
